,user,date,text,favorite_count
0,I_am_Emeka,Wed Jul 15 22:23:10 +0000 2020,"Hello! If you (or someone you know) are hiring junior developers (0-1 years of experience), please respond here!So many folks are struggling to get gigs right now and it would be super helpful to see the job listings.Also, please RT for reach!",0
1,I_am_Emeka,Tue Jul 14 13:23:03 +0000 2020,@TensorFlow 😍😍,0
2,I_am_Emeka,Mon Jul 13 05:39:33 +0000 2020,Happy birthday to my very own person @EtieneUbeh . I am so proud of you and will always have your back. Have a lovely celebration ahead ❤️❤️,1
3,I_am_Emeka,Sat Jul 11 08:17:01 +0000 2020,"So it was an honor to meet with the Vice Chancellor federal university of technology owerri to present our smart, portable, cost efficient, low power VENTILATOR to aide in the fight against covid 19#COVID19Nigeria @NCDCgov @TonyOElumelu @TonyElumeluFDN #SENTINELDESIGNS #futo https://t.co/FKl8Buh90o",0
4,I_am_Emeka,Sat Jul 11 07:35:22 +0000 2020,"“Oooo you think darkness is your ally, you merely adopted the dark, I was born in it, molded by it, I didn’t see the light until I was already a man... ”. https://t.co/Xjee1agwzX",0
