,user,date,text,favorite_count
0,I_am_Emeka,Thu Jun 04 08:16:30 +0000 2020,Aberdeen NLP reading group on 10 JuneThe Limitations of Stylometry for Detecting Machine-Generated Fake Newshttps://t.co/tssq4gdR6u,0
1,I_am_Emeka,Wed Jun 03 15:55:59 +0000 2020,"Sandra, I am so sorry. This video has fucked me up. I’m done https://t.co/x1CvDQPzn3",0
2,I_am_Emeka,Wed Jun 03 15:55:17 +0000 2020,Black Lives Matter https://t.co/0HNVW7L4fC,0
3,I_am_Emeka,Tue Jun 02 23:54:47 +0000 2020,@prince_oyed Happy birthday man. God bless you 🎉🎉,0
4,I_am_Emeka,Tue Jun 02 15:31:04 +0000 2020,"At scuudu labs we are passionate about pushing the frontiers in innovation, Ultimately creating a better standard of living.Using AI and iot we have created ""FRIDAY"" a personal assistant to help automate everyday living.#friday #ai #iot #artificialintelligence #future #tech https://t.co/Js0YpaTLrT",0
5,I_am_Emeka,Tue Jun 02 00:16:29 +0000 2020,@MrPrewsh Thanks man,1
6,I_am_Emeka,Mon Jun 01 22:33:49 +0000 2020,1 out of 5 girls are raped or molested. #JusticeForUwa #justiceforjennifer #WeAreTired https://t.co/UGSy2Eos0S,0
7,I_am_Emeka,Mon Jun 01 04:24:02 +0000 2020,"This video sums up our relationship with the police and how oblivious other citizens are.The car with white people goes untouched. They are cheerfully waving to the camera, totally unaware of the black people being violated behind them.This is America. https://t.co/EMc5qYSToO",0
8,I_am_Emeka,Wed May 27 21:22:18 +0000 2020,@afrikaantouch @hyper_debugger do giveaway,2
